comentario,sentimento
Foi uma experiência incrível e a equipe do balcão foi muito cooperativa e prestativa em todas as minhas necessidades no hospital Obrigado Positivo,1
Visitei Naraya hrudayalaya para exames de saúde durante o fim de semana Geralmente muito lotado e leva cerca de 5 a 6 horas para exames de rotina completos A equipe é solidária e a limpeza é mantida.,1
Bom serviço de dilip Kumar em nos ajudar a terminar as coisas mais rápido no OPD.,1
"Eu consultei o Dr. Karthik, senhor, eu diria um dos melhores médicos perto de HSR. Ele faz exames sistemáticos sem pressa, explica o problema com calma e não sugere exames desnecessários.",1
"Hoje em dia eu tenho consultado o médico, eles nem tocam no paciente e nunca usam o setoscópio, perguntam tudo ao paciente e anotam alguns comprimidos. Mas Karthik, senhor, faça o exame e trate o paciente. Obrigado, senhor.",1
"Deve vir para qualquer problema cardiovascular, eles são titãs em saúde cardiovascular. Obrigado, equipe do NH, desde a equipe de assistência em escala até os médicos, todos são excelentes em seu trabalho atribuído! Parabéns à organização.",1
O hospital não irá levá-lo para passear com exames indesejados.,1
Os médicos fazem exame físico e com os achados dos sintomas e sua experiência procedem com a medicação.,1
Obrigado médico e hospital NH.,1
Dr Ramesh Patil me examinou cuidadosamente e ficou satisfeito como um neurologista especialista! Ele impressionou profundamente com seu comportamento tranquilo.,1
Bom serviço do hospital Erasree Peacefull O paciente se recuperará rapidamente,1
Os médicos e a equipe são muito solidários e prestativos. Esta é minha primeira visita ao HSR LAY OUT HOSPITAL. Estou impressionado.,1
"Experiência maravilhosa tive uma consulta com o médico e fui muito bem aconselhada. Umair ajudou muito, ele foi muito prestativo e muito paciente.",1
"Uma fábrica de negócios de cunhagem de dinheiro sólido Trabalho de preparação de meia hora feito em 2 horas e, portanto, a conta de 500 facilmente aumentou para 2.000.",0
Hospital bom e limpo.,1
"Há uma grande equipe de médicos e boas instalações de OT. As instalações médicas são ótimas, com bons cuidados pós-operatórios de internação por médicos enfermeiros.",1
O departamento de contas administrativas é muito pouco profissional com a quitação e a liquidação do seguro. Tive uma experiência muito ruim durante a alta. Eles precisam ser sensíveis e mais transparentes com o paciente e sua família.,0
"Os funcionários são muito simpáticos Embora tenha sido uma consulta presencial, não tive que esperar muito tempo. O Dr. Saji é meu médico preferido. Ele é tão humilde, gentil e atencioso.",1
o pior hospital de todos os tempos no mundo.,0
"por favor, se você estiver em uma emergência ou mesmo não em uma situação de emergência, nunca venha aqui.",0
eles não sabem ser profissionais e tratar seus pacientes apenas por um relatório que levaram 2 horas para entregar.,0
"peço a cada pessoa que não venha aqui, por favor, economize seu tempo e energia.",0
Os médicos do hospital não são bons.,0
"Eles estão dando remédios e pedindo muitos testes, apenas adivinhando, pois não têm experiência. Para mim, eles pediram muitos testes, mas não conseguiram descobrir por que estou com febre leve à noite. Melhor fazer um check-up em Sakara ou Manipal.",0
"Se você estiver visitando este hospital por sua própria conta e risco. Para exames importantes, eles receberão uma declaração assinada por você antes do teste para se isentarem de todas as responsabilidades e então sua vida estará nas mãos de pessoas incompetentes.",0
"O atendimento é tão ridículo Não há resposta a nenhuma dúvida, mesmo quando o erro é deles. Eles continuam repetindo os mesmos erros e no final a culpa é do paciente.",0
"Tive a pior experiência de todas aqui. Levei minha irmã aqui, ela estava tendo desmaios.",0
Consultei o Dr. Saji sobre a lesão no quadril do meu pai. Foi uma experiência muito boa ter uma compreensão clara do problema e uma recomendação apropriada para o tratamento.,1
Bom serviço,1
Os médicos do hospital não são bons,0
Visitei o Hospital Multispciality Narayana no HSR Layout e foi uma experiência surpreendentemente agradável.,1
A equipe foi prestativa o suficiente para me orientar durante todo o tempo que passei no hospital. O tempo de espera para o check-up não foi muito longo e o médico foi muito bom. Ele se dispôs e teve paciência para explicar tudo sobre o meu problema.,1
Recebi um diagnóstico adequado e todos os meus sintomas foram levados em consideração. A cafeteria era boa e no térreo eles tinham café.,1
"Todo o hospital é muito limpo e muito bem conservado, com funcionários para tirar qualquer dúvida que você possa ter. É definitivamente recomendado se alguém estiver procurando por atendimento adequado.",1
Fiquei muito impressionado com o médico e a equipe foi simpática e prestativa. Consegui marcar uma consulta rapidamente.,1
Eu recomendo o Hospital Narayana.,1
Pior serviço de emergência que já vi.,0
"Nunca vi um hospital negar abertamente o apoio a um paciente. Será porque há falta de pessoal na unidade de emergência? Não sei. De qualquer forma, tive que ir a outro hospital próximo, onde imediatamente me levaram para um quarto para curar meu ferimento.",0
Quando chegava ao setor de OPD o pessoal de lá priorizava seu próprio pessoal para a visita dos médicos. Apesar de marcar consulta foi feito esperar 2 horas e o pessoal de lá estava priorizando os representantes médicos e demais agentes.,0
O pior serviço de emergência que já vi Fiquei esperando mais de 3 horas para receber injeção intravenosa O hospital não possui instalações separadas para fornecer injeção intravenosa ou outro tipo de operação semelhante.,0
Eu não recomendo este hospital. Pense duas vezes antes de ir para o layout HSR do Hospital Narayana.,0
"pronto, pontual, atencioso e cortês, bem atendido, prestando atenção minuciosa. Custo razoável.",1
"Não há suporte para os pacientes após o horário da consulta, apenas você pode falar com o médico se marcar uma consulta Ser visitante regular também não ajuda O médico é bom, mas o hospital Naryana HealthCare é ruim.",0
"Clínica mais patética, eu diria. Eles fizeram raios-X desnecessários e, o mais importante, eles me disseram que tenho infecção nos pulmões. Quando verificado com outro médico, estava tudo bem. Não recomendado de forma alguma.",0
"Este é um caso de emergência e você esperaria que pelo menos uma pessoa fosse enviada para dentro com o paciente apenas para uma situação de emergência, mas eles não receberão 1 estrela pela hospitalidade aqui.",0
O tratamento é realmente incrível,1
"Pediram que eu viesse depois de 2 dias para mostrar ao ortopedista e quando vim fazer o mesmo estão me tratando como novo paciente me pedindo para marcar consulta com o ortopedista e aguardar vaga.""",0
"A questão não é especificamente o dinheiro, é a atitude ou o gesto que fere os pacientes tensos.",0
"Tínhamos agendado uma consulta oftalmológica com o Dr. Vinay Patil, mas algum outro médico nos examinou em seu nome e não recusou. além disso, ele nos redirecionou para o hospital Sankalp Nethralaya. A experiência geral de exame oftalmológico foi muito ruim.",0
Uma das piores experiências que tive hoje.,0
"Estava sofrendo de fortes dores de garganta há 5 dias. Consultei a Dra. Ria, otorrinolaringologista. Para minha surpresa, a dor quase desapareceu em 8 horas depois de tomar os remédios sugeridos por ela. A Dra. Ria até sugeriu como posso resolver meu problema de sono.",1
"No geral, foi uma boa experiência que o médico e a gerência do NH apoiaram. Bajaj Finserv veio como salvador quando nossa reivindicação da seguradora foi rejeitada para concluir o processo sem falhas.",1
"Bom serviço do Dr. Jagadish em nos ajudar a resolver nossos problemas, dilip Kumar na coordenação.",1
"Muito ruim, ruim, pior experiência Para uma fratura na linha do cabelo, conforme médico Devido a um gesso indesejado por 2 meses, deixei minha perna com baixo desempenho, caso contrário, eu estava apto para correr. Pedi ao médico para me mostrar a rachadura no relatório da tomografia computadorizada. Ele recusou. """,0
"Se você estiver escolhendo este hospital para tratamento ou cirurgia, faça-o por sua própria conta e risco, eles são realmente bons, a menos que você admita e inicie o tratamento.",0
Pior serviço de emergência que já vi.,0
"Fui visitado no hospital na semana passada. É um hospital imaginário. Todos são muito prestativos, especialmente a Sra. Runa Das. Ela é muito prestativa e muito cooperativa. Nunca esqueço sua ajuda durante minha visita.",1
"Visitei recentemente este hospital Os médicos são extremamente bons, mas a gestão e o serviço prestado pela equipe são piores. As pessoas que verificam os sinais vitais são muito descuidadas.",0
Visitei Naraya hrudayalaya para exames de saúde durante o fim de semana Geralmente muito lotado e leva cerca de 5 a 6 horas para exames de rotina completos A equipe apoia e a limpeza é mantida.,1
Eu teria dado 0 se houvesse opção Levei meu pai ao pronto-socorro e esperamos 2 horas ninguém atendeu ele Qual é a finalidade da emergência se não tem ninguém para tratar o paciente.,1
"O pior hospital de Bangalore, apenas o mercado para ganhar dinheiro. Assim que você for para o pronto-socorro, você acabará indo para a UTI e todos os diagnósticos do hospital são usados ​​para ganhar dinheiro.",0
Bom serviço de dilip Kumar em nos ajudar a terminar as coisas mais rápido no OPD.,1
"Consultei o Dr. Karthik, senhor, sem pressa, explica o problema com calma e não sugerirá testes desnecessários.",1
"Deve vir para qualquer problema cardiovascular, eles são Titãs para a saúde cardiovascular! Obrigado, equipe do NH, desde a equipe de assistência em escala até os médicos, todos são excelentes em seu trabalho atribuído. Parabéns à organização.",1
O hospital não vai levar você para passear com exames indesejados. Os médicos fazem exame físico e com os achados dos sintomas e sua experiência procedem com a medicação.,1
A equipe do hospital é muito irresponsável Seu comportamento não é bom Eles estão demorando muito para pequenos tratamentos Este hospital não é bom para lesões graves e em emergências.,0
Dr. Sujith MS tem sido muito útil durante todas as visitas ao hospital NH. Obrigado médico e ao hospital NH.,1
Dr Ramesh Patil examinou-me cuidadosamente e ficou satisfeito como um neurologista especialista. Ele impressionou profundamente com seu comportamento tranquilo.,1
"Pior hospital, não vá aqui Nunca recomende este hospital a ninguém Em vez disso, vá ao Apollo ou algum outro hospital que tenha mais noção de que você não deve deixar o paciente esperando., Negativo, 2
O serviço é excelente, mas os custos são extremamente altos em comparação com o Apollo 24 horas por dia, 7 dias por semana, para relatórios de laboratório, Positivo, 5
Este lugar está aberto apenas para cunhar dinheiro. É tão óbvio em seu comportamento. Eles manipulam os resultados dos testes a seu favor para que você possa ser admitido onde nenhuma admissão é necessária. Isso aconteceu com meu tio e um vizinho. ,Negativo,2
Os médicos e a equipe são muito solidários e prestativos. Esta é a minha primeira visita ao HSR LAY OUT HOSPITAL. Estou impressionado.,Negativo,1
Primeiro, não admita seu ente querido aqui. Hospital Chutiya, não consegue diagnosticar ou encontrar nada mesmo depois de 3 dias de internação na UTI com muitos exames repetitivos. Não consegue curar nem a dengue, apesar de ter internado logo no primeiro dia de febre.",0
"Experiência maravilhosa tive uma consulta com o médico e fui muito bem aconselhada. Umair ajudou muito, ele foi muito prestativo e muito paciente.",1
Encontrei um excelente serviço de Rajeshwari de faturamento e MOD Soojanya. Gostaria de agradecer pelo apoio e ajuda maravilhosos.,1
"Com o excelente suporte, orientação e supervisão do Dr. Manjula Ginecologista do Hospital Multi-especialidade Narayana, a cirurgia de layout HSR para minha esposa correu bem e sem problemas.",1
"Pior hospital, por favor, nunca vá para este hospital na enfermaria, eles são apenas saqueadores de dinheiro e só querem que todos os pacientes vão para a UTI.",0
Bom serviço do hospital erasree Peacefull O paciente se recuperará rapidamente.,1
me examinou cuidadosamente e ficou satisfeito como um neurologista especialista! Ele impressionou profundamente com seu comportamento tranquilo.,0
Experiência muito boa O médico tratou meu problema de saúde com muita paciência e tive uma recuperação rápida.,1
"Esta é a segunda vez que visitamos aqui, desta vez fizemos uma cirurgia daqui. Médicos e enfermeiras são muito profissionais e prestativos. O hospital promete limpeza e serviços muito bons. Espero um bom futuro pela frente. Obrigado.",1
Emergência aqui é piada Eles estão pedindo para a gente esperar e esperar O paciente preocupado está com febre muito alta com dengue Vários pagamentos .,0
Atendimento médico fantástico + o mais alto grau de profissionalismo incrível tranquilidade para o paciente e a família Continuem com o bom trabalho.,1
Uma superespecialidade médica muito bem administrada e com atendimento descomplicado aos pacientes e seus familiares. Um imperativo recomendado ao cidadão.,1
Recentemente tive uma fratura na mão direita. Fui ao hospital Narayana Hsr para ser diagnosticado por um dos melhores médicos.,1
Ouve seus problemas e os aborda. A equipe é absolutamente querida. Fala mansa e prestativa. O faturamento precisa ser melhorado.,1
"A última vez que estive visitando o hospital, o médico muito experiente está lá, especialmente o Dr.Guddu e a senhorita Anu. Obrigado.",1
"Um dos melhores hospitais de Bangalore Os médicos e funcionários são muito educados com o paciente e entendem o problema e dão o melhor tratamento. Também a manutenção do hospital com limpeza, arrumação e arrumação.",1
Tenho uma excelente experiência com o serviço prestado e também o Dr. Sujit é um médico muito bom.,1
"ELES DEIXARAM O PACIENTE DE EMERGÊNCIA MORRER. Levei minha mãe de 65 anos enquanto ela reclamava de dores no peito. Eu disse a eles que estamos aqui para a EMERGÊNCIA, mostrando a mãe sem fôlego.",0
Tivemos uma ótima experiência no hospital. Dr. Amarnath Reddy Sir é uma personalidade genial e um médico muito atencioso.,1
"Atendimento rápido e boa limpeza, enfermagem disciplinada, acima de todos os médicos especialistas, instalações de TO bem gerenciadas.",1
"Dr. Saji MJ o consulta há 4 anos, um dos melhores médicos conhecidos e também um bom ser humano.",1
A sessão com o Dr. Jagadeesh foi muito perspicaz. Ele respondeu pacientemente a todas as minhas perguntas e me fez entender as complexidades envolvidas no meu problema renal. Recomendo-o fortemente para qualquer problema relacionado à urologia.,1
"Manjunath kp disse que chegará às 20h do dia 16 de setembro, mas ele não está aqui E meu filho está com febre, tem muitos pacientes esperando a partir das 19h, agora já são 21h.",0
"O tratamento cortês da equipe de suporte responsável, Dr. Sarat Damodar, é excelente e muito útil para me fazer entender as questões envolvidas e me colocar em um regime satisfatório. Obrigado a ele e a todos no NMH.",1
"Saque de dinheiro Hospital A enfermaria de emergência não é, na verdade, é uma enfermaria divertida para os pacientes. Eles não conseguem identificar a causa raiz do problema.",0
Eles nos cobraram 1 lakh rs por apenas 24 horas de hospitalização Ao discutir e verificar a conta depois que quase paguei o dinheiro.,0
"Consulta muito boa com o dr. Karthik, senhor Medicina geral, estou muito feliz e o coordenador Revathi também me ajudou muito. Estou realmente entusiasmado com o dr. Karthik e Revathi. Eu realmente recomendo este dr e hospital.",1
"Todos na equipe, bem como os médicos, foram muito prestativos e com bom comportamento. Tive uma experiência tranquila durante minhas consultas e diagnósticos por uma semana.",1
Excelente tratamento Melhores médicos e enfermeiras Meu filho melhorou em 3 dias.,1
Equipe completamente inútil e exploradora Nenhum dos princípios da marca Narayana é seguido aqui. Eles irão explorar você por dinheiro com testes e procedimentos desnecessários. Também foram recusados ​​​​duas vezes no pronto-socorro quando membros da família tiveram emergência.,0
"Pessoal bem organizado, prestativo e de apoio e, acima de tudo, médicos muito profissionais e experientes que ouvem e compreendem os pacientes.",1
Dr saji ortopédico é um trunfo do hospital Sua forma de tratar os pacientes é excelente Estamos felizes.,1
"Melhor gestão, melhores médicos e melhores serviços Estou indo para Narayana hrudayalaya há 15 anos e sempre satisfeito com as consultas e médicos.",1
"Excelentes serviços de hospitalidade imediatos Durante a estadia de 1 semana Os médicos fizeram visitas contínuas e responderam prontamente conforme necessário. A certa altura, eles tiveram que ficar vigilantes a noite toda e salvar o paciente.",1
Médicos extremamente experientes e muito bons. Fui internado por causa de uma infecção e problemas pulmonares. Equipe de apoio muito cortês e profissional.,1
"NH é um dos melhores hospitais do hsr Quando fomos lá pela primeira vez, o Sr. Dileep Kumar coordenou a consulta com nosso médico e a consulta também foi confortável e rápida.",1
"Consultando uther dr babu reddy senhor nos últimos 2 anos para cardiologista forte, bom tratamento bem e explicaremos cada coisa que se preocupa muito com os pacientes que podemos recomendar a este dr babu reddy senhor e ao hospital.",1
Drs r muito Eles ouvem com atenção todos os problemas dos pacientes.,1
"O melhor médico disponível em narayana e também a hospitalidade são muito agradáveis, eles fornecem uma dieta boa e higânica para o paciente. Diariamente recebe feedback relacionado aos seus serviços.",1
"Atendimento muito bom pela equipe do hospital, enfermagem e médicos. Estou feliz com o HSR do Hospital Narayana.",1
Excelente serviço Os funcionários foram todos muito educados e o Dr. Saji foi tão incrível Definitivamente recomendaria.,1
Pior comportamento da consultora de ultrassom Ela nem fala direito ela desliga as ligações no meio Melhor evitar Decidimos fazer isso de fora e nos afastar de Narayana.,0
Parece que os médicos dos hospitais estão bem treinados para pedir aos pacientes que façam exames desnecessários para gerar mais receita para os hospitais e também receberão uma porcentagem dos exames laboratoriais.,0
"Viemos buscar ultrassom para minha esposa A equipe do hospital é muito prestativa e amigável A senhora chamada Sandhya, auxiliando perto do ultrassom, orientou-a a fazer uma caminhada na água e gerenciar bem todos os pacientes",1
"Experiência muito patética, não recomendarei este hospital a ninguém.",0
Tive uma boa experiência durante a cirurgia de substituição do joelho da minha mãe.,1
a qualidade dos serviços de saúde caiu drasticamente. Seu posto de enfermagem não honra o horário da consulta e não tem ideia de quando enviar um paciente novamente ao médico,0
Tudo estava perfeitamente organizado,1
A equipe foi muito atenciosa e profissional garantindo meu conforto durante toda a minha visita e a limpeza e organização das instalações também foram impressionantes.,1
"Tive muitas complicações, mas ela as identificou precocemente e as monitorou continuamente para garantir um parto seguro Durante o parto, um parto normal e tranquilo",1
Uma experiência muito ruim de atendimento por parte da equipe de alimentação e eles cobram uma bomba e um absurdo total aconteceu enquanto fui internado para uma cirurgia no joelho.,0
Um dos muitos hospitais proeminentes encontrados em Bangalore Encontrou um bom serviço quando visitou a última vez para uma visita de emergência Todos os testes necessários foram feitos rapidamente,1
"Fui ao hospital por causa de sintomas leves, como um resfriado, não houve problemas, mas quando fui ao hospital para uma emergência, parecia haver muitos problemas.",0
Grato pelo atendimento e experiência excepcionais do Manipal Hebbal Dr. Shafalika e a equipe fez nossa visita enfatizar imenso apreço e sinceros agradecimentos.,1
Fiquei completamente impressionado com o nível de cuidado e profissionalismo Os médicos e enfermeiros eram conhecedores e dedicaram tempo para explicar meu plano de tratamento de uma forma que eu pudesse entender,1
Condição horrível de tudo Banheiros bloqueados pias bloqueadas pisos sujos a cama do paciente também está tremendo e fazendo barulho Hospital ganhando muito dinheiro ainda não usando para reformas Patético.,0
"O atendimento integral prestado pelo Hospital Manipal, desde as unidades de UTI e UTI até os postos de enfermagem, foi marcante.",1
Visitei recentemente esta hospitalidade em Bangalore. Tive uma ótima experiência. As estrelas são muito simpáticas e atenciosas. O hospital é muito limpo e bem conservado.,1
"Experiência horrível após a colonoscopia A equipe estava falando rudemente com ela e quando ela disse que estava com dor, foi orientada a não fazer barulho.",0
Veio para um exame de saúde anual enfrentou muitos problemas para iniciar o processo Até mesmo reservado 2 dias antes Nenhuma má gestão da equipe para um exame de saúde 6 horas.,0
"Não conseguimos marcar uma consulta com o Dr. Abhijit, mas precisávamos vê-lo urgentemente por causa da minha mãe. Ela foi muito gentil e proativa e falou imediatamente com o médico e ele gentilmente concordou em vê-la.",1
"Ela ajudou a marcar uma consulta com exames de laboratório, além de me ajudar com um médico consultor e garantiu que eu passasse por um processo tranquilo quando estava com baixa taxa de serviço. O serviço também foi bom.",1
A pior experiência que já tive no hospital quando levei meu filho ao pronto-socorro recentemente. Não havia leito no pronto-socorro para meu filho.,0
"Pior instalação, nenhum tratamento adequado é fornecido ao paciente e antes do estimado a conta será limitada à extensão e postará que será o dobro e o triplo para testes indesejados realizados.",0
"Nenhuma resposta da gerência adequadamente e tudo atrasa as coisas nunca correm bem, precisamos esperar horas e horas, mesmo que o paciente esteja em emergência, eles nunca se encarregam de pertencer",0
"Querida equipe, o atendimento hospitalar e as responsabilidades de cada equipe foram muito bons e agradáveis, ela economizou minha energia e tempo também. Obrigado.",1
são simplesmente quatro paredes com piso de mármore e algumas pessoas vagando em uniformes verdes azuis e alguns quartos que afirmam ser médicos. Definitivamente não é um hospital.,0
"o departamento de adiologia é muito limpo e presta um bom atendimento, estou feliz.",1
"Não temos palavras suficientes para expressar nossa gratidão à Dra. Vijaya por seu comportamento atento, especializado e compreensão para com o paciente.",1
Houve um grande problema no faturamento: fomos cobrados duas vezes pelas despesas do quarto e a seguradora também aprovou sem cheque a parte do pagamento.,0
A equipe do hospital forneceu apenas uma estimativa pós-alta que mudou e levou 60 mil extras.,0
"após ser assumido pela Manipal Management não se preocupa com os pacientes, eles só precisam de dinheiro.",0
A equipe parece ter se tornado menos receptiva e relaxada após a cobiça ou provavelmente sob a nova gestão.,0
Tive uma boa experiência neste Hospital onde os médicos são muito prestativos e experientes.,1
Minha experiência foi muito boa aqui Equipes e enfermeiras que me apoiaram. Obrigado Manipal e Equipe.,1
Pior experiência A enfermaria não tem ideia de quando o médico vai atender o paciente. Você nunca encontrará nenhum médico no quarto designado.,0
"A recepção está ansiosa para receber a avaliação antes mesmo da entrega do serviço. Marquei uma consulta às 10h20, mas foi alterada para 11h. Não fui comunicado sobre o mesmo.",0
"A cafeteria deles é uma bagunça ABSOLUTA. A equipe não tem noção. Aparentemente, para pacotes de exames de saúde, o cardápio é separado.",0
Estamos convencidos de que daqui em diante continuaremos nosso tratamento aqui. Continue o bom trabalho Manipal Hebbal.,1
"Isto é uma perda inesperada de tempo, é mais aqui, por favor, vá para um hospital próximo. O hospital do governo é melhor do que este maldito hospital.",0
Estávamos em manipal para tratar meu pai de CBAG e tivemos uma experiência maravilhosa.,1
"Foi uma consulta incrível e muito amigável conosco. Na recepção inicial, a senhorita Sowmya, ela é muito simpática e muito gentil conosco e nos cumprimentará calorosamente.",1
"Minha irmã foi internada aqui para o tratamento do parto, foi bem atendida e também atendida pela equipe.",1
"ei, internam o paciente na UTI por um motivo bobo e cobram € 60.000 por dia também, eles não diagnosticam o paciente corretamente e não se importam com os pacientes",0
"Há cobrança de estacionamento para veículos de 2 e 4 rodas. E não faz sentido marcar uma consulta, pois eles não cumprem os horários do OP. O gerenciamento precisa ser simplificado",0
"Estamos esperando há mais de 2 horas, não há médico, pelo menos nenhuma resposta da administração de que o médico se atrasará",0
Acrescentam a cobrança de medicamentos que nem sequer são prescritos.,0
"Tive a pior experiência, os preços são altos e o serviço é tão ruim que a equipe da recepção faz você esperar horas.",0
Recebi o melhor tratamento durante minha internação. Agora voltei ao trabalho normal.,1
estamos muito gratos pelo apoio médico e hospitalidade prestados. Recomendo vivamente este hospital pelos seus serviços médicos altamente profissionais.,1
"Ele me ajudou em tudo e facilitou meu trabalho. No geral, tive uma ótima experiência no hospital manipal hebbal.",1
Foi uma ótima experiência ter selecionado o hospital Manipal Hebbal entre outros concorrentes.,1
"O tratamento que ela recebeu aqui foi excelente. Ela teve vários ferimentos, mas com a ajuda dos médicos e da equipe daqui ela está completamente curada agora.",1
"Tive a pior experiência neste hospital. Simplesmente eles estão cobrando mais, finalmente o paciente não consegue nenhuma solução.",0
ele nos conduziu por um processo muito tranquilo para a cirurgia da minha mãe e tudo correu bem pela graça de Deus.,1
Equipe muito simpática Tornou o procedimento do nosso pacote de saúde tranquilo e sem complicações.,1
"Eu não tinha cópias impressas do relatório, mas ela foi tão prestativa que imediatamente me deu a cópia impressa do relatório.",1
"Eu estava lutando para encontrar alguma vacina necessária para admissão em uma faculdade estrangeira, e toda a equipe foi prestativa.",1
"No geral, recebemos um bom tratamento por parte dos professores do hospital e dos médicos.",1
"O departamento de radiologia é bom e as equipes de radiologia são muito úteis, especialmente na troca de enfermeiras de radiologia.",1
"Ótima experiência O Sr. Vishaal, do departamento internacional, foi muito prestativo com as consultas do Dr. e todos os testes.",1
muito profissional e amigável com os pacientes. Os funcionários também foram muito gentis e cooperativos.,1
A equipe é muito educada e amigável Os médicos são gentis e bem diagnosticados Tive uma ótima experiência,1
Ele passa um tempo de qualidade comigo e explica meus problemas renais e traça um plano para lidar com esses problemas. Estamos muito felizes com o hospital.,1
"No geral, recebemos um serviço muito bom da equipe do Manipal Hospital Hebbal.",1
Este é um dos piores hospitais e ganha dinheiro.,0
Manipal assumindo o controle da Columbia Ásia tornou tudo um absurdo Para marcar consultas tive que ligar 10 vezes,0
"Tive a pior experiência hoje, o médico sugeriu que o processo sdp para transferir plaquetas O + sangue não está disponível nos laboratórios do hospital manipal.",0
Excelente hospital de saúde e médicos inteligentes e humildes,1
"eles estão apenas brincando com os pacientes para ganhar dinheiro, eles não dão remédios que são prescritos pelos médicos e dão remédios locais",0
"um dos piores hospitais, sem manutenção, sem comunicação e sem humanidade também Dr. sunil cardio, ele é o pior médico possível",0
"se alguém estiver em emergência crítica, vá para outros hospitais, não para este hospital público, são muito melhores do que isso para eles, os pacientes são cartões ATM, não apenas os pacientes que solicito.",0
Suas explicações especializadas e atendimento excepcional tornaram esta experiência de alto nível. Recomendo-os para quem procura atendimento odontológico de excelente qualidade.,1
Fui internado no hospital manipal para minha cirurgia Enfermeiras e médicos fizeram seu trabalho muito bem A comida era incrível e saborosa,1
Excelente hospitalidade Todos nos fizeram sentir confortáveis ​​e guiados através de testes Eco e ECG.,1
"Este hospital é legal. Todas as seções são bem organizadas e os funcionários também são muito educados, gosto muito deste ambiente e instalações.",1
Você pode ir em frente sem pensar duas vezes.,1
"eles vão pedir para você se registrar primeiro pagando 1000 e depois dizer que não têm o remédio, tente outro hospital.",0
Ajudou-nos a detectar um problema importante através de um exame de sangue realizado durante a nossa estadia na emergência. Inicialmente pensei por que o exame de sangue era caro,1
Não posso agradecer o suficiente pelo excelente atendimento especial que você prestou e pelo presente único que você é para seus pacientes.,1
Muito obrigado pelo excelente cuidado e cirurgia que você realizou em mim.,1
Estamos extremamente felizes com o tratamento dele. Desde a admissão até a alta tudo correu bem.,1
Atendimento muito bom e rápido.,1
Este hospital é legal. Todas as seções são bem organizadas e os funcionários também são muito educados.,1
O médico é muito profissional Bom bom atendimento de todos os outros funcionários.,1
"A UTI é limpa, espaçosa, silenciosa e tinha vários pacientes. Só era permitido um visitante por vez.",1
Meu pai foi submetido a uma cirurgia de substituição de quadril com o Dr. Navinchand. Estamos realmente muito felizes com sua cirurgia. Meu pai está se recuperando muito rapidamente.,1
Tive uma experiência excepcional no Hospital Manipal. Encontrei um bom atendimento quando visitei a última vez para uma consulta de emergência.,1
"Exceto os médicos, tudo estava uma bagunça.",0
Experiência ruim para cobrança e Experiência ruim para cobrança.,0
Falta pessoal e limpeza das instalações.,0
Menção Spl para a equipe de enfermagem que é paciente e oferece grande suporte,1
As condições de higiene são precárias. Vi ratos correndo pela sala de emergência.,0
As condições de higiene são precárias. Vi ratos correndo pela sala de emergência.,1
Fiquei completamente impressionado com o nível de cuidado e profissionalismo que encontrei.,1
Bom hospital na área de Hebbal Bengaluru.,1
Se apenas Anzio tivesse passado 4 dias de internação antes de eu levantar a voz.,0
"A equipe de atendimento ao paciente é excelente e o excelente serviço dedicado dos médicos foi excelente em todos os aspectos, graças a tudo estava bem.",1
A primeira vez que fui internado aqui Condição horrível de tudo Banheiros entupidos Pias entupidas Pisos sujos A cama do paciente também está tremendo e fazendo barulho,0
Visitei recentemente esta hospitalidade em Bangalore. Tive uma ótima experiência. As estrelas são muito simpáticas e atenciosas. O hospital é muito limpo e bem conservado.,1
Dr Chandan e Dr Rehan Syed do Manipal Hospital merecem elogios por sua experiência excepcional em angioplastia angiográfica e cirurgia cardíaca,1
"Aisha, a supervisora ​​de caso do cliente, foi fantástica",1
A pior experiência que já tive no hospital quando levei meu filho ao pronto-socorro recentemente.,0
"Pior instalação, nenhum tratamento adequado é fornecido ao paciente e antes da estimativa a conta será limitada à extensão e postará que será o dobro e o triplo para testes indesejados realizados",0
"Prezada equipe, o atendimento hospitalar e as responsabilidades de cada equipe foram muito bons e agradáveis.",1
O departamento de radiologia é muito limpo e oferece um bom serviço,1
As instalações do hospital são realmente boas. Todos os funcionários e enfermeiras fazem seu trabalho corretamente.,1
Tive uma boa experiência neste Hospital onde os médicos são muito prestativos e experientes.,1
1ª estrela para hospital bem conservado 2ª estrela para Finalmente consegui um tratamento.,1
"Dr Suma mam treat foi muito amigável, explicou muito detalhado e cuidado como um membro da família",1
Eu havia internado minha avó no Hospital Manipal. Minha experiência aqui foi muito boa.,1
Pior experiência A enfermaria não tem ideia de quando o médico vai atender o paciente. Você nunca encontrará nenhum médico no quarto designado.,1
A recepção está ansiosa para receber a avaliação antes mesmo da entrega do serviço.,0
"Médicos e funcionários são profissionais Na recepção, a forma como nos recebem com Namastê de mão dobrada com Sorriso é incrível.",1
"Estávamos em manipal para tratar meu pai de CBAG e tivemos uma experiência maravilhosa aqui, o médico que consultamos pela primeira vez",1
"Foi uma consulta incrível e muito amigável conosco. Na recepção inicial, a senhorita Sowmya, ela é muito simpática e muito gentil conosco e nos cumprimentará calorosamente.",1
"Pior Experiência Este hospital não merece nem uma estrela, é muito caro e não tem tratamento adequado.",0
"Fui fazer meu check-up Não estava familiarizado com este hospital, pois esta foi minha primeira visita A equipe foi muito simpática e prestativa",1
A gestão é pior.,1
